ttl,total_len,protocol,t_delta,label
254,100,others,8e-06,dos
254,76,sctp,1e-05,dos
254,32,udp,6e-06,dos
0,60,sun-nd,0.000753,dos
0,60,mobile,0.00128,dos
62,220,tcp,9e-06,dos
254,91,tcp,8e-06,dos
254,1500,tcp,1e-05,dos
62,643,tcp,1e-05,dos
254,100,others,9e-06,dos
62,1500,tcp,5e-06,dos
254,100,others,5e-06,dos
254,1500,tcp,2.9e-05,dos
254,68,udp,7e-06,dos
254,1320,tcp,3e-06,dos
254,90,nvp,1.1e-05,dos
254,100,ipv6,1e-05,dos
254,1500,tcp,5e-06,dos
254,91,tcp,9e-06,dos
62,839,tcp,2e-06,dos
62,46,tcp,7e-06,dos
254,56,udp,3e-06,dos
62,230,tcp,4e-06,dos
62,192,tcp,8e-06,dos
254,100,others,1e-05,dos
254,256,tcp,3e-06,dos
62,229,tcp,9e-06,dos
254,616,tcp,5e-06,dos
254,100,others,9e-06,dos
62,235,tcp,9e-06,dos
254,286,udp,9e-06,dos
254,466,tcp,1e-05,dos
254,90,others,3e-06,dos
62,358,tcp,2e-06,dos
254,100,others,9e-06,dos
254,130,tcp,0.0,dos
254,100,gre,9e-06,dos
62,66,udp,2e-05,dos
62,215,tcp,4e-06,dos
254,100,others,3e-06,dos
62,68,tcp,6e-06,dos
62,206,tcp,3e-06,dos
254,90,egp,8e-06,dos
254,827,tcp,1e-05,dos
254,55,udp,1e-05,dos
254,464,tcp,8e-06,dos
254,46,tcp,3e-06,dos
254,52,ospf,5e-06,dos
254,100,gmtp,7e-06,dos
62,222,tcp,4e-06,dos
254,100,others,3e-06,dos
254,100,ipip,9e-06,dos
254,857,udp,4e-06,dos
254,100,others,3e-06,dos
254,1500,tcp,4e-06,dos
254,100,others,1e-06,dos
254,1500,tcp,5e-06,dos
62,212,tcp,6e-06,dos
254,100,others,9e-06,dos
62,238,tcp,8e-06,dos
254,52,ospf,9e-06,dos
62,231,tcp,3e-06,dos
254,100,others,5e-06,dos
254,427,tcp,2e-06,dos
254,148,tcp,1e-06,dos
254,56,tcp,9e-06,dos
254,100,others,8e-06,dos
254,351,udp,1.2e-05,dos
254,360,tcp,1e-05,dos
62,221,tcp,9e-06,dos
254,100,others,9e-06,dos
254,58,udp,9e-06,dos
254,1500,tcp,5e-06,dos
254,399,udp,2e-06,dos
254,1500,tcp,1.1e-05,dos
62,108,udp,1.7e-05,dos
254,100,others,8e-06,dos
254,782,tcp,1.1e-05,dos
254,90,others,1e-06,dos
254,1019,tcp,1e-05,dos
254,769,udp,1e-05,dos
254,100,others,3e-06,dos
254,100,hmp,3e-06,dos
254,60,udp,1.1e-05,dos
254,100,pipe,9e-06,dos
254,100,others,5e-06,dos
254,1500,tcp,4e-06,dos
254,40,udp,6e-06,dos
62,64,udp,1e-06,dos
62,243,tcp,4e-06,dos
254,100,vmtp,6e-06,dos
254,100,others,1e-06,dos
62,221,tcp,1.1e-05,dos
254,163,tcp,1e-05,dos
254,100,crtp,4e-06,dos
254,100,others,3e-06,dos
254,1500,tcp,5e-06,dos
62,61,tcp,8e-06,dos
254,64,ospf,9e-06,dos
254,93,tcp,9e-06,dos
254,100,others,8e-06,dos
254,100,others,8e-06,dos
62,207,tcp,2e-06,dos
254,100,others,1.2e-05,dos
254,84,sctp,1e-05,dos
62,106,tcp,4e-06,dos
254,581,tcp,1e-05,dos
254,45,tcp,1e-05,dos
254,70,udp,1.8e-05,dos
254,99,tcp,1.1e-05,dos
254,1500,tcp,6e-06,dos
254,100,others,5e-06,dos
254,127,tcp,8e-06,dos
254,1500,tcp,1.3e-05,dos
254,60,sctp,7e-06,dos
254,134,udp,1e-06,dos
254,104,tcp,1.4e-05,dos
254,100,others,4e-06,dos
254,100,others,3e-06,dos
62,74,tcp,5e-06,dos
254,100,others,3e-06,dos
254,100,others,9e-06,dos
254,432,tcp,1e-06,dos
254,100,others,3e-06,dos
254,286,tcp,9e-06,dos
254,100,others,8e-06,dos
62,218,tcp,1e-06,dos
254,90,nvp,1e-06,dos
254,1500,tcp,1.2e-05,dos
254,211,udp,1.2e-05,dos
254,199,tcp,5e-06,dos
254,100,others,9e-06,dos
254,100,others,8e-06,dos
254,856,tcp,6e-06,dos
254,100,others,2e-06,dos
254,69,tcp,9e-06,dos
254,112,tcp,1e-05,dos
62,1500,tcp,4e-06,dos
254,1500,tcp,9e-06,dos
254,100,others,3e-06,dos
254,100,pim,3e-06,dos
254,68,udp,8e-06,dos
254,40,udp,3e-06,dos
62,1500,tcp,1.1e-05,dos
254,1500,tcp,8e-06,dos
254,70,tcp,3e-06,dos
62,58,udp,1.1e-05,dos
254,90,others,9e-06,dos
254,40,udp,7e-06,dos
254,100,others,9e-06,dos
254,236,ospf,9e-06,dos
0,60,mobile,0.000822,dos
254,100,others,3e-06,dos
62,764,tcp,2e-06,dos
254,90,others,3e-06,dos
254,90,others,2.4e-05,dos
62,209,tcp,1e-05,dos
254,100,others,9e-06,dos
254,286,tcp,1.1e-05,dos
254,158,tcp,9e-06,dos
254,100,others,6e-06,dos
254,52,sctp,2e-06,dos
254,100,others,8e-06,dos
62,1500,tcp,4e-06,dos
254,40,udp,6e-06,dos
254,100,others,9e-06,dos
254,134,udp,1.9e-05,dos
0,60,sun-nd,0.003144,dos
254,793,tcp,1e-05,dos
62,228,tcp,2e-06,dos
254,100,others,9e-06,dos
254,100,others,3e-06,dos
254,100,others,8e-06,dos
62,1500,tcp,4e-06,dos
254,40,udp,5e-06,dos
254,1500,tcp,5e-06,dos
254,44,udp,9e-06,dos
62,217,tcp,3e-06,dos
254,40,udp,9e-06,dos
254,100,others,9e-06,dos
254,450,tcp,4e-06,dos
254,1500,tcp,1.1e-05,dos
62,69,tcp,8e-06,dos
62,197,tcp,9e-06,dos
254,170,tcp,3e-06,dos
254,1495,tcp,1.1e-05,dos
254,857,udp,6e-06,dos
254,100,others,9e-06,dos
254,100,others,3e-06,dos
254,59,udp,8e-06,dos
0,60,mobile,0.01691,dos
254,100,others,8e-06,dos
254,100,others,3e-06,dos
254,100,others,4e-06,dos
254,100,others,4e-06,dos
62,200,tcp,9e-06,dos
254,100,secure-vmtp,9e-06,dos
254,100,others,9e-06,dos
62,219,tcp,9e-06,dos
254,40,udp,4e-06,dos
254,90,others,5e-06,dos
254,100,sctp,4e-06,dos
254,100,others,3e-06,dos
62,217,tcp,9e-06,dos
254,1500,tcp,8e-06,dos
254,1495,tcp,5e-06,dos
254,100,others,1.1e-05,dos
254,766,tcp,2e-06,dos
62,219,tcp,6e-06,dos
254,100,pipe,9e-06,dos
254,100,others,6e-06,dos
62,358,tcp,2e-06,dos
254,84,sctp,9e-06,dos
62,232,tcp,5e-06,dos
254,100,others,6e-06,dos
254,302,udp,1e-05,dos
254,100,others,9e-06,dos
254,100,others,8e-06,dos
62,1500,tcp,1.2e-05,dos
62,1500,tcp,1.2e-05,dos
254,52,ospf,8e-06,dos
254,100,others,6e-06,dos
62,227,tcp,6e-06,dos
254,100,others,3e-06,dos
62,1500,tcp,7e-06,dos
62,236,tcp,3e-06,dos
254,100,others,8e-06,dos
254,1500,tcp,5e-06,dos
254,100,vmtp,7e-06,dos
254,285,tcp,1e-05,dos
254,1500,tcp,5e-06,dos
254,1500,tcp,5e-06,dos
254,224,tcp,1.1e-05,dos
254,1500,tcp,4e-06,dos
254,301,udp,9e-06,dos
62,216,tcp,9e-06,dos
62,215,tcp,5e-06,dos
254,100,others,9e-06,dos
254,988,tcp,4e-06,dos
254,100,crudp,9e-06,dos
62,85,tcp,8e-06,dos
62,204,tcp,9e-06,dos
254,66,tcp,9e-06,dos
254,100,others,2e-06,dos
254,668,sctp,1.1e-05,dos
254,100,mobile,4e-06,dos
254,68,udp,9e-06,dos
254,44,udp,1e-05,dos
254,100,others,9e-06,dos
62,228,tcp,1e-06,dos
254,100,others,9e-06,dos
254,328,udp,4e-06,dos
254,68,tcp,3e-06,dos
254,100,ax.25,9e-06,dos
254,100,others,9e-06,dos
62,248,tcp,9e-06,dos
254,36,udp,1e-06,dos
254,425,tcp,1.1e-05,dos
254,90,others,9e-06,dos
254,76,sctp,9e-06,dos
254,372,tcp,4e-06,dos
62,52,tcp,9e-06,dos
254,52,tcp,5e-06,dos
254,100,others,9e-06,dos
254,90,others,3e-06,dos
62,58,udp,1.7e-05,dos
254,100,gre,9e-06,dos
62,63,udp,9e-06,dos
254,90,others,5e-06,dos
254,100,others,1.1e-05,dos
254,100,others,1e-05,dos
254,100,mobile,9e-06,dos
254,1500,tcp,9e-06,dos
254,88,tcp,5e-06,dos
254,100,others,3e-06,dos
254,52,ospf,9e-06,dos
254,52,ospf,3e-06,dos
62,557,tcp,1e-05,dos
254,1500,tcp,6e-06,dos
254,90,others,4e-06,dos
62,248,tcp,6e-06,dos
0,60,sun-nd,0.000226,dos
254,299,udp,1e-05,dos
62,221,tcp,9e-06,dos
254,766,tcp,6e-06,dos
62,1500,tcp,9e-06,dos
62,235,tcp,9e-06,dos
254,100,others,5e-06,dos
254,44,udp,9e-06,dos
62,1500,tcp,5e-06,dos
254,44,udp,9e-06,dos
254,281,tcp,4e-06,dos
254,100,pim,8e-06,dos
254,616,tcp,1.1e-05,dos
254,100,others,7e-06,dos
254,172,tcp,5e-06,dos
62,223,tcp,3e-06,dos
62,46,tcp,2e-06,dos
254,40,udp,6e-06,dos
62,221,tcp,9e-06,dos
62,212,tcp,9e-06,dos
254,45,tcp,6e-06,dos
254,45,udp,1.1e-05,dos
254,100,micp,5e-06,dos
254,386,tcp,1.2e-05,dos
254,90,others,3e-06,dos
254,62,tcp,9e-06,dos
254,766,tcp,1e-05,dos
62,1500,tcp,1.2e-05,dos
254,49,udp,9e-06,dos
254,439,tcp,1e-05,dos
254,100,others,3e-06,dos
254,100,others,4e-06,dos
254,322,tcp,1e-05,dos
62,227,tcp,6e-06,dos
62,53,tcp,8e-06,dos
62,80,tcp,4e-06,dos
254,100,others,8e-06,dos
254,100,others,9e-06,dos
254,100,others,3e-06,dos
254,100,others,5e-06,dos
254,100,others,4e-06,dos
254,46,tcp,8e-06,dos
254,100,others,4e-06,dos
254,90,ggp,3e-06,dos
254,43,udp,9e-06,dos
62,211,tcp,7e-06,dos
254,322,tcp,9e-06,dos
254,100,others,6e-06,dos
254,50,udp,8e-06,dos
62,1500,tcp,5e-06,dos
254,83,udp,7e-06,dos
254,374,udp,1.2e-05,dos
254,100,ipip,9e-06,dos
254,262,tcp,9e-06,dos
254,100,mobile,6e-06,dos
254,100,others,4e-06,dos
254,100,others,9e-06,dos
254,100,others,9e-06,dos
254,29,udp,3e-06,dos
254,100,iplt,7e-06,dos
254,52,sctp,3e-06,dos
254,100,others,9e-06,dos
254,148,tcp,8e-06,dos
62,1487,tcp,1e-05,dos
62,46,tcp,9e-06,dos
62,221,tcp,6e-06,dos
254,81,udp,6e-06,dos
254,501,tcp,1e-05,dos
254,616,tcp,1e-05,dos
254,1500,tcp,5e-06,dos
254,100,others,9e-06,dos
254,249,tcp,6e-06,dos
254,100,others,1.1e-05,dos
62,65,udp,9e-06,dos
254,60,sctp,1e-06,dos
254,70,tcp,9e-06,dos
254,1500,tcp,6e-06,dos
254,1500,tcp,1e-05,dos
62,236,tcp,8e-06,dos
254,100,others,2e-06,dos
62,275,tcp,3e-06,dos
62,205,tcp,9e-06,dos
254,57,udp,3e-06,dos
254,1500,tcp,6e-06,dos
254,100,others,1e-05,dos
254,100,gre,3e-06,dos
254,100,others,1e-05,dos
254,46,tcp,9e-06,dos
254,100,sccopmce,3e-06,dos
254,100,secure-vmtp,8e-06,dos
254,100,others,8e-06,dos
254,100,rsvp,9e-06,dos
254,823,tcp,6e-06,dos
62,218,tcp,4e-06,dos
254,88,tcp,4e-06,dos
254,1500,tcp,4e-06,dos
254,1326,tcp,6e-06,dos
254,100,others,7e-06,dos
62,46,tcp,1.1e-05,dos
254,232,tcp,1e-05,dos
62,53,tcp,9e-06,dos
62,229,tcp,8e-06,dos
254,111,tcp,1e-05,dos
62,205,tcp,9e-06,dos
254,100,others,1.1e-05,dos
254,1500,tcp,4e-06,dos
0,60,swipe,0.016342,dos
254,90,emcon,2e-06,dos
254,1500,tcp,6e-06,dos
254,50,udp,1.9e-05,dos
254,681,tcp,1.2e-05,dos
254,1500,tcp,7e-06,dos
62,231,tcp,8e-06,dos
254,299,udp,2e-06,dos
254,52,ospf,8e-06,dos
62,49,tcp,9e-06,dos
254,100,others,8e-06,dos
254,100,others,6e-06,dos
62,236,tcp,3.4e-05,dos
254,114,tcp,2e-06,dos
254,1500,tcp,4e-06,dos
62,201,tcp,1.1e-05,dos
62,238,tcp,5e-06,dos
62,221,tcp,9e-06,dos
254,49,udp,8e-06,dos
254,100,sep,1.1e-05,dos
62,266,tcp,1.2e-05,dos
254,100,iplt,1e-06,dos
254,100,others,9e-06,dos
254,100,others,5e-06,dos
254,100,etherip,4e-06,dos
254,100,others,9e-06,dos
62,221,tcp,1e-05,dos
62,224,tcp,3e-06,dos
254,1317,udp,9e-06,dos
254,76,tcp,5e-06,dos
254,59,udp,3e-06,dos
254,302,udp,7e-06,dos
62,1500,tcp,2e-06,dos
254,100,crudp,6e-06,dos
254,285,tcp,3e-06,dos
254,51,tcp,3e-06,dos
254,576,udp,8e-06,dos
254,92,tcp,9e-06,dos
62,1500,tcp,5e-06,dos
62,46,tcp,5e-06,dos
254,188,tcp,6e-06,dos
254,100,others,9e-06,dos
254,100,others,3e-06,dos
254,100,unas,1e-05,dos
254,100,others,3e-06,dos
254,100,sccopmce,8e-06,dos
254,100,others,9e-06,dos
254,100,rdp,3e-06,dos
62,280,tcp,9e-06,dos
254,100,others,9e-06,dos
254,1500,tcp,7e-06,dos
254,100,others,8e-06,dos
254,100,others,3e-06,dos
254,593,tcp,1e-05,dos
254,100,others,1.2e-05,dos
254,337,tcp,1e-05,dos
62,142,tcp,8e-06,dos
254,100,others,6e-06,dos
254,1500,tcp,5e-06,dos
254,100,others,9e-06,dos
62,224,tcp,5e-06,dos
254,773,tcp,5e-06,dos
254,313,tcp,1.3e-05,dos
62,46,tcp,3.2e-05,dos
254,184,sctp,4e-06,dos
62,358,tcp,1e-06,dos
254,100,rsvp,2e-06,dos
62,219,tcp,9e-06,dos
254,136,tcp,8e-06,dos
254,90,others,4e-06,dos
254,100,others,5e-06,dos
254,100,vmtp,8e-06,dos
254,90,others,8e-06,dos
254,1500,tcp,1e-05,dos
254,1387,tcp,1.1e-05,dos
254,1334,tcp,4e-06,dos
254,100,others,9e-06,dos
254,1500,tcp,4e-06,dos
254,100,others,4e-06,dos
254,44,udp,4e-06,dos
254,100,others,9e-06,dos
254,1435,tcp,4e-06,dos
254,1500,tcp,4e-06,dos
254,348,udp,6e-06,dos
254,100,others,6e-06,dos
254,100,others,9e-06,dos
254,90,others,3e-06,dos
254,1500,tcp,1.3e-05,dos
254,621,udp,4e-06,dos
62,273,tcp,1e-06,dos
254,808,tcp,5e-06,dos
254,100,ospf,1.1e-05,dos
254,24,udp,1e-05,dos
62,211,tcp,2e-06,dos
254,100,others,5e-06,dos
254,688,tcp,1.3e-05,dos
254,640,tcp,9e-06,dos
254,100,micp,1.1e-05,dos
254,66,tcp,3e-06,dos
254,100,others,9e-06,dos
62,89,tcp,1e-05,dos
254,100,others,3e-06,dos
62,58,tcp,2e-06,dos
254,100,others,9e-06,dos
62,65,tcp,1e-06,dos
254,100,others,9e-06,dos
254,289,udp,9e-06,dos
62,211,tcp,1e-05,dos
254,100,others,3e-06,dos
62,238,tcp,3e-06,dos
254,1500,tcp,5e-06,dos
254,1500,tcp,3e-06,dos
254,100,others,8e-06,dos
254,303,tcp,1e-05,dos
62,48,tcp,8e-06,dos
254,100,others,4e-06,dos
254,68,udp,2.1e-05,dos
254,100,gre,3e-06,dos
254,1500,tcp,6e-06,dos
254,301,udp,7e-06,dos
62,59,tcp,2e-06,dos
254,126,tcp,1e-05,dos
254,388,sctp,3e-06,dos
62,758,tcp,1.2e-05,dos
254,100,others,7e-06,dos
254,302,tcp,4e-06,dos
254,204,tcp,5e-06,dos
254,100,others,4e-06,dos
62,418,tcp,4e-06,dos
62,68,tcp,3.3e-05,dos
254,90,ggp,1e-06,dos
254,100,mobile,5e-06,dos
254,100,sep,3e-06,dos
254,61,udp,6e-06,dos
254,90,others,6e-06,dos
254,100,others,4e-06,dos
62,252,tcp,1.1e-05,dos
62,57,udp,9e-06,dos
254,100,others,6e-06,dos
254,126,tcp,5e-06,dos
62,46,tcp,3e-06,dos
254,52,ospf,8e-06,dos
254,576,udp,1e-05,dos
254,802,tcp,4e-06,dos
254,100,secure-vmtp,8e-06,dos
62,241,tcp,9e-06,dos
254,90,egp,9e-06,dos
254,100,others,4e-06,dos
254,934,tcp,2e-06,dos
254,257,tcp,1.2e-05,dos
254,224,tcp,3e-06,dos
254,328,udp,1.2e-05,dos
254,186,tcp,8e-06,dos
254,84,udp,8e-06,dos
62,107,tcp,3e-06,dos
62,46,tcp,8e-06,dos
254,375,tcp,5e-06,dos
254,100,vmtp,1e-06,dos
254,90,others,5e-06,dos
254,100,others,9e-06,dos
254,660,udp,7e-06,dos
254,100,micp,8e-06,dos
254,258,tcp,6e-06,dos
62,225,tcp,1e-06,dos
254,218,tcp,8e-06,dos
62,227,tcp,1e-06,dos
254,100,unas,9e-06,dos
254,46,tcp,6e-06,dos
254,90,egp,6e-06,dos
254,1500,tcp,8e-06,dos
62,234,tcp,3e-06,dos
254,363,tcp,2e-06,dos
62,247,tcp,1.1e-05,dos
254,100,others,1.1e-05,dos
254,245,tcp,1e-06,dos
254,52,tcp,1.2e-05,dos
62,232,tcp,1.1e-05,dos
62,209,tcp,9e-06,dos
62,235,tcp,4e-06,dos
254,82,udp,3e-06,dos
62,224,tcp,9e-06,dos
62,106,tcp,3e-06,dos
62,1500,tcp,4e-06,dos
62,576,udp,4e-06,dos
254,100,mobile,8e-06,dos
254,59,udp,8e-06,dos
254,100,others,3e-06,dos
254,90,others,6e-06,dos
62,203,tcp,3e-06,dos
254,52,ospf,3e-06,dos
254,1500,tcp,4e-06,dos
254,100,others,7e-06,dos
254,100,others,8e-06,dos
62,1500,tcp,1e-05,dos
254,100,others,8e-06,dos
62,231,tcp,9e-06,dos
62,80,tcp,9e-06,dos
254,90,others,4e-06,dos
254,98,tcp,4e-06,dos
254,360,udp,7e-06,dos
62,271,tcp,1e-05,dos
254,41,tcp,1e-06,dos
62,240,tcp,9e-06,dos
254,100,others,9e-06,dos
254,100,others,4e-06,dos
62,200,tcp,3e-06,dos
254,100,others,9e-06,dos
254,1242,tcp,1.1e-05,dos
254,100,others,4e-06,dos
254,90,others,3e-06,dos
254,1339,udp,1.3e-05,dos
254,100,others,1e-06,dos
254,1177,tcp,1e-05,dos
254,142,tcp,5e-06,dos
254,100,others,5e-06,dos
254,1500,tcp,1.2e-05,dos
254,100,others,9e-06,dos
62,45,tcp,3e-06,dos
254,58,udp,5e-06,dos
254,766,tcp,9e-06,dos
254,100,others,9e-06,dos
62,181,tcp,1e-06,dos
0,60,swipe,0.000552,dos
254,90,ggp,1e-06,dos
254,46,tcp,3e-06,dos
254,89,udp,9e-06,dos
254,100,others,8e-06,dos
254,621,udp,1.6e-05,dos
62,222,tcp,3e-06,dos
62,45,tcp,8e-06,dos
254,240,tcp,1e-05,dos
62,46,tcp,1e-06,dos
254,100,others,8e-06,dos
254,1457,udp,1.1e-05,dos
254,90,egp,9e-06,dos
254,177,tcp,9e-06,dos
62,204,tcp,3.3e-05,dos
254,100,sep,9e-06,dos
254,100,others,5e-06,dos
254,1500,tcp,7e-06,dos
254,52,ospf,6e-06,dos
254,100,others,7e-06,dos
254,100,others,9e-06,dos
254,100,others,8e-06,dos
62,236,tcp,3e-06,dos
254,303,udp,1e-05,dos
254,29,udp,3e-06,dos
62,231,tcp,1e-05,dos
254,100,others,8e-06,dos
62,220,tcp,1e-06,dos
254,1500,tcp,5e-06,dos
62,213,tcp,6e-06,dos
254,409,tcp,1e-05,dos
254,148,tcp,7e-06,dos
254,100,others,9e-06,dos
254,1500,tcp,1e-05,dos
62,47,tcp,3e-06,dos
254,1500,tcp,1.1e-05,dos
254,1500,tcp,6e-06,dos
254,100,others,1e-06,dos
62,46,tcp,8e-06,dos
254,100,others,3e-06,dos
254,152,tcp,8e-06,dos
254,625,udp,1e-05,dos
254,52,sep,1e-05,dos
254,100,secure-vmtp,2.7e-05,dos
254,1500,tcp,6e-06,dos
62,214,tcp,9e-06,dos
254,100,others,8e-06,dos
254,100,others,1e-06,dos
254,100,crtp,3e-06,dos
254,100,others,1e-06,dos
62,218,tcp,2.7e-05,dos
254,100,others,4e-06,dos
254,100,crtp,9e-06,dos
254,707,tcp,1e-05,dos
62,47,tcp,8e-06,dos
254,287,tcp,1e-05,dos
254,98,tcp,8e-06,dos
254,647,udp,1.1e-05,dos
254,100,others,5e-06,dos
254,322,tcp,5e-06,dos
254,68,udp,3e-06,dos
254,857,udp,7e-06,dos
254,85,udp,8e-06,dos
254,45,tcp,1e-06,dos
254,621,udp,1.1e-05,dos
254,254,udp,3e-06,dos
254,100,others,8e-06,dos
254,1500,tcp,7e-06,dos
254,1500,tcp,5e-06,dos
62,79,tcp,8e-06,dos
62,210,tcp,9e-06,dos
254,70,udp,1.4e-05,dos
254,260,ospf,9e-06,dos
254,36,udp,4e-06,dos
254,959,tcp,4e-06,dos
254,100,pipe,9e-06,dos
62,205,tcp,9e-06,dos
254,100,others,9e-06,dos
254,100,others,9e-06,dos
254,436,tcp,1e-06,dos
62,64,tcp,8e-06,dos
254,510,tcp,1e-06,dos
62,245,tcp,2e-06,dos
254,1500,tcp,7e-06,dos
254,724,tcp,2e-06,dos
254,242,tcp,8e-06,dos
254,52,ospf,8e-06,dos
62,239,tcp,1e-06,dos
254,100,others,1e-06,dos
254,255,udp,4e-06,dos
62,229,tcp,9e-06,dos
254,100,others,9e-06,dos
254,100,others,5e-06,dos
254,881,tcp,1.1e-05,dos
62,576,udp,1e-05,dos
254,40,udp,9e-06,dos
62,213,tcp,7e-06,dos
254,360,tcp,1.1e-05,dos
254,130,tcp,5e-06,dos
254,532,tcp,4e-06,dos
254,56,tcp,9e-06,dos
254,100,others,9e-06,dos
254,1500,tcp,5e-06,dos
254,250,tcp,1.1e-05,dos
254,1500,tcp,1.1e-05,dos
62,208,tcp,6e-06,dos
254,81,tcp,1e-05,dos
254,100,snp,9e-06,dos
62,58,tcp,9e-06,dos
254,1361,udp,9e-06,dos
254,255,tcp,9e-06,dos
254,100,others,3e-06,dos
254,300,udp,9e-06,dos
254,100,others,4e-06,dos
254,255,tcp,5e-06,dos
62,237,tcp,9e-06,dos
254,332,udp,1e-05,dos
254,153,tcp,9e-06,dos
254,640,udp,8e-06,dos
254,100,others,9e-06,dos
62,68,tcp,9e-06,dos
254,64,udp,3e-06,dos
62,315,tcp,9e-06,dos
254,103,tcp,9e-06,dos
62,59,tcp,9e-06,dos
254,254,udp,7e-06,dos
62,215,tcp,9e-06,dos
254,1500,tcp,9e-06,dos
62,226,tcp,9e-06,dos
254,1500,tcp,1.1e-05,dos
62,226,tcp,5e-06,dos
254,50,udp,1e-05,dos
254,100,others,1.2e-05,dos
254,52,ospf,8e-06,dos
254,100,others,8e-06,dos
62,227,tcp,9e-06,dos
254,68,ospf,6e-06,dos
62,1500,tcp,5e-06,dos
254,283,tcp,9e-06,dos
254,100,others,9e-06,dos
254,44,udp,9e-06,dos
254,1500,tcp,7e-06,dos
254,1500,tcp,5e-06,dos
254,90,others,3e-06,dos
254,64,tcp,2e-06,dos
62,1500,tcp,1e-05,dos
62,275,tcp,7e-06,dos
254,350,udp,2e-06,dos
254,90,others,6e-06,dos
0,60,sun-nd,0.000423,dos
254,100,others,6e-06,dos
62,51,tcp,1e-06,dos
254,1500,tcp,6e-06,dos
254,237,tcp,8e-06,dos
254,100,others,8e-06,dos
254,46,tcp,3.3e-05,dos
62,1500,tcp,9e-06,dos
254,52,ospf,3e-06,dos
62,191,tcp,3e-06,dos
254,52,ospf,3e-06,dos
254,357,udp,1e-05,dos
254,100,others,6e-06,dos
254,100,others,8e-06,dos
254,588,tcp,9e-06,dos
62,257,tcp,1e-05,dos
254,1500,tcp,5e-06,dos
254,100,snp,2e-06,dos
254,294,udp,1.1e-05,dos
254,100,micp,3e-06,dos
254,29,udp,3e-06,dos
254,100,sccopmce,9e-06,dos
62,96,tcp,2e-06,dos
62,271,tcp,1.2e-05,dos
62,220,tcp,7e-06,dos
254,276,sctp,1.1e-05,dos
254,100,others,3e-06,dos
254,100,others,8e-06,dos
254,291,udp,6e-06,dos
254,1500,tcp,8e-06,dos
254,40,udp,3e-06,dos
254,100,hmp,6e-06,dos
254,328,udp,2.1e-05,dos
62,239,tcp,9e-06,dos
62,283,tcp,9e-06,dos
254,100,ax.25,9e-06,dos
254,100,others,5e-06,dos
254,85,udp,3e-06,dos
254,100,others,1e-06,dos
254,100,others,3e-06,dos
254,66,tcp,2e-06,dos
62,356,tcp,1.2e-05,dos
254,100,others,8e-06,dos
254,90,others,3e-06,dos
254,100,others,1e-05,dos
254,507,tcp,1.2e-05,dos
62,205,tcp,4e-06,dos
254,57,udp,1.5e-05,dos
254,318,tcp,7e-06,dos
254,100,others,9e-06,dos
254,46,tcp,2e-06,dos
254,87,tcp,8e-06,dos
254,1500,tcp,5e-06,dos
254,125,tcp,8e-06,dos
254,53,tcp,8e-06,dos
254,1500,tcp,7e-06,dos
254,576,udp,7e-06,dos
62,216,tcp,4e-06,dos
254,100,dgp,8e-06,dos
62,210,tcp,1e-05,dos
254,297,tcp,9e-06,dos
254,76,tcp,8e-06,dos
254,320,sctp,1e-06,dos
62,220,tcp,1e-05,dos
254,1500,tcp,9e-06,dos
254,536,tcp,8e-06,dos
62,220,tcp,8e-06,dos
254,1040,tcp,2e-06,dos
254,100,others,1e-05,dos
62,1500,tcp,2e-06,dos
254,64,ospf,1e-05,dos
254,100,others,5e-06,dos
254,100,ax.25,4e-06,dos
254,100,others,9e-06,dos
254,616,tcp,4e-06,dos
254,100,others,8e-06,dos
62,240,tcp,1e-06,dos
62,257,tcp,1.2e-05,dos
254,721,udp,9e-06,dos
254,100,fire,1e-05,dos
254,117,tcp,4e-06,dos
254,162,tcp,1e-05,dos
254,64,ospf,1e-05,dos
254,69,tcp,4e-06,dos
254,268,tcp,8e-06,dos
62,225,tcp,3e-06,dos
254,813,tcp,8e-06,dos
254,116,tcp,1e-05,dos
62,240,tcp,9e-06,dos
62,229,tcp,1e-05,dos
254,100,others,3e-06,dos
254,100,others,9e-06,dos
62,222,tcp,9e-06,dos
62,232,tcp,9e-06,dos
62,207,tcp,9e-06,dos
254,100,pipe,4e-06,dos
254,1500,tcp,5e-06,dos
254,100,others,8e-06,dos
254,100,rsvp,1e-05,dos
62,211,tcp,5e-06,dos
254,100,others,3e-06,dos
62,240,tcp,1e-05,dos
254,172,tcp,9e-06,dos
254,352,udp,9e-06,dos
254,1500,tcp,5e-06,dos
254,90,others,8e-06,dos
254,52,ospf,5e-06,dos
254,100,others,1e-05,dos
254,52,ospf,3e-06,dos
62,46,tcp,9e-06,dos
62,268,tcp,1.3e-05,dos
254,90,emcon,3e-06,dos
254,50,udp,3e-06,dos
254,100,others,5e-06,dos
254,100,others,3e-06,dos
254,100,others,1e-05,dos
62,183,tcp,7e-06,dos
254,100,others,4e-06,dos
254,100,others,1.1e-05,dos
254,303,tcp,2e-06,dos
254,100,leaf-2,8e-06,dos
254,100,gre,1.2e-05,dos
254,311,tcp,1.1e-05,dos
254,132,udp,7e-06,dos
254,100,others,5e-06,dos
254,841,tcp,1.1e-05,dos
254,90,others,4e-06,dos
62,204,tcp,2e-06,dos
254,100,others,8e-06,dos
254,90,others,9e-06,dos
254,298,tcp,4e-06,dos
